1.001142400	0.156402030	20.001513000
2.000370400	0.897272280	20.068856000
3.006184100	3.658087400	122.561760000
4.004222100	5.955280200	283.734820000
5.001925600	4.509827800	249.784550000
6.000819900	5.389843100	298.574780000
7.002668900	5.481548800	339.212580000
8.006183500	4.548561400	287.064930000
9.005654700	4.729883800	287.988080000
10.001366000	7.117152600	392.540420000
11.004690000	13.176165000	555.139850000
12.009646000	9.526976500	383.230450000
13.012363000	8.310521800	346.636450000
14.006299000	8.902935100	385.445250000
15.001037000	9.307073500	385.732940000
16.005438000	11.697736000	474.490930000
17.013185000	11.147229000	436.842470000
18.007032000	8.039560800	362.260690000
19.000130000	11.224481000	452.216800000
20.000190000	13.255903000	468.288090000
21.008070000	13.346288000	451.893810000
22.009790000	11.205567000	444.392680000
23.008766000	9.407112800	423.317040000
24.003250000	9.542435900	411.132560000
25.005495000	8.912608000	435.776010000
26.001403000	10.424389000	415.247540000
27.000600000	9.382505000	352.142580000
28.001445000	11.190053000	430.565720000
29.006404000	10.885974000	452.451290000
30.008946000	6.041232200	332.081480000
31.006423000	9.075550900	435.221230000
32.002960000	12.758081000	504.228570000
33.003887000	11.791128000	508.646460000
34.003886000	8.436181300	401.806980000
35.007206000	7.059935400	383.524200000
36.004252000	7.449621600	378.061840000
37.004976000	9.836533300	441.460040000
38.007292000	10.451322000	440.546170000
39.005102000	9.398587400	444.391790000
40.004259000	7.870931000	425.189160000
41.002441000	8.571594600	441.772450000
42.002835000	8.225859100	430.166140000
43.003988000	9.903680900	455.946990000
44.004753000	11.814154000	518.868210000
45.008684000	8.801826400	431.495140000
46.005950000	10.377320000	439.019230000
47.001066000	7.913906900	374.805260000
48.003105000	6.185281500	335.409500000
49.009284000	7.909400400	397.077070000
50.008255000	8.154930000	420.529270000
51.003652000	10.203433000	463.649690000
52.000924000	10.253252000	433.601140000
53.004454000	9.399811300	440.589900000
54.008378000	7.251987000	370.667550000
55.004509000	6.732401700	343.418990000
56.003966000	7.179356100	355.186140000
57.003955000	8.268105000	361.588430000
58.001561000	12.821389000	462.494090000
59.009942000	8.832450900	413.206810000
60.007795000	8.369813800	407.014260000
